locus	erv.assigned	CLADE	locus_name
RETROSEQ_chr22:4169942-4170076	cPa190	Beta-like1	ERV-AB1.cPa190.45-CamPar
RETROSEQ_chr22:4187183-4187297	cPa443	SnRV-like	ERV-S.cPa443.193-CamPar
CNV_chr22:4188001-4201500	cPa363	Beta-like1	ERV-AB1.cPa363.426-CamPar
RETROSEQ_chr22:4209976-4210076	cPa138	Beta-like1	ERV-AB1.cPa138.23-CamPar
RETROSEQ_chr22:4210163-4210263	cPa138	Beta-like1	ERV-AB1.cPa138.24-CamPar
RETROSEQ_chr22:4212852-4213030	cPa199	Beta-like2	ERV-AB2.cPa199.552-CamPar
RETROSEQ_chr22:4214841-4215004	cPa140	SnRV-like	ERV-S.cPa140.1082-CamPar
RETROSEQ_chr22:4215026-4215126	cPa140	SnRV-like	ERV-S.cPa140.1083-CamPar
RETROSEQ_chr22:4251346-4251446	cPa443	SnRV-like	ERV-S.cPa443.194-CamPar
RETROSEQ_chr22:4260626-4260726	cPa260	Beta-like2	ERV-AB2.cPa260.568-CamPar
RETROSEQ_chr22:4260790-4260931	cPa260	Beta-like2	ERV-AB2.cPa260.569-CamPar
RETROSEQ_chr22:4272240-4272384	cPa140	SnRV-like	ERV-S.cPa140.1084-CamPar
RETROSEQ_chr22:4272415-4272515	cPa248	SnRV-like	ERV-S.cPa248.426-CamPar
RETROSEQ_chr22:4278792-4278892	cPa450	Gamma-like	ERV-GE.cPa450.435-CamPar
RETROSEQ_chr22:4279076-4279210	cPa450	Gamma-like	ERV-GE.cPa450.436-CamPar
RETROSEQ_chr22:4308968-4309068	cPa327	Beta-like2	ERV-AB2.cPa327.70-CamPar
RETROSEQ_chr22:4314138-4314238	cPa363	Beta-like1	ERV-AB1.cPa363.427-CamPar
RETROSEQ_chr22:4314292-4314392	cPa327	Beta-like2	ERV-AB2.cPa327.71-CamPar
RETROSEQ_chr22:4324382-4324482	cPa140	SnRV-like	ERV-S.cPa140.1085-CamPar
RETROSEQ_chr22:4331584-4331684	cPa183	Beta-like1	ERV-AB1.cPa183.169-CamPar
RETROSEQ_chr22:4343534-4343646	cPa353	Beta-like2	ERV-AB2.cPa353.89-CamPar
CNV_chr22:4411501-4421700	cPa482	Beta-like1	ERV-AB1.cPa482.108-CamPar
RETROSEQ_chr22:4422369-4422480	cPa140	SnRV-like	ERV-S.cPa140.1086-CamPar
RETROSEQ_chr22:4500676-4500776	cPa505	Gamma-like	ERV-GE.cPa505.19-CamPar
RETROSEQ_chr22:4505740-4505972	cPa140	SnRV-like	ERV-S.cPa140.1087-CamPar
RETROSEQ_chr22:4531129-4531229	cPa450	Gamma-like	ERV-GE.cPa450.437-CamPar
RETROSEQ_chr22:4599648-4599748	cPa363	Beta-like1	ERV-AB1.cPa363.428-CamPar
RETROSEQ_chr22:4608435-4608535	cPa248	SnRV-like	ERV-S.cPa248.427-CamPar
DELLY_chr22:4683952-4686971	cPa227	Gamma-like	ERV-GE.cPa227.77-CamPar
RETROSEQ_chr22:4685763-4685863	cPa163	Alpha-like	ERV-AB.cPa163.150-CamPar
RETROSEQ_chr22:4847488-4847588	cPa61	Gamma-like	ERV-GE.cPa61.75-CamPar
RETROSEQ_chr22:4848188-4848371	cPa205	Gamma-like	ERV-GE.cPa205.73-CamPar
RETROSEQ_chr22:4848470-4848570	cPa205	Gamma-like	ERV-GE.cPa205.74-CamPar
RETROSEQ_chr22:4849363-4849463	cPa61	Gamma-like	ERV-GE.cPa61.76-CamPar
RETROSEQ_chr22:4849960-4850060	cPa61	Gamma-like	ERV-GE.cPa61.77-CamPar
RETROSEQ_chr22:4850463-4850570	cPa61	Gamma-like	ERV-GE.cPa61.78-CamPar
RETROSEQ_chr22:4851637-4851740	cPa205	Gamma-like	ERV-GE.cPa205.75-CamPar
RETROSEQ_chr22:4890908-4891008	cPa248	SnRV-like	ERV-S.cPa248.428-CamPar
RETROSEQ_chr22:4891034-4891238	cPa248	SnRV-like	ERV-S.cPa248.429-CamPar
RETROSEQ_chr22:4892190-4892296	cPa391	Beta-like2	ERV-AB2.cPa391.570-CamPar
CNV_chr220:11401-21000	cPa194	Beta-like1	ERV-AB1.cPa194.529-CamPar
RETROSEQ_chr220:13653-13765	cPa363	Beta-like1	ERV-AB1.cPa363.429-CamPar
DELLY_chr220:19567-20970	cPa194	Beta-like1	ERV-AB1.cPa194.530-CamPar
RETROSEQ_chr220:19579-19679	cPa194	Beta-like1	ERV-AB1.cPa194.531-CamPar
RETROSEQ_chr220:21030-21130	cPa194	Beta-like1	ERV-AB1.cPa194.532-CamPar
RETROSEQ_chr220:21483-21583	cPa194	Beta-like1	ERV-AB1.cPa194.533-CamPar
RETROSEQ_chr220:22349-22832	cPa555	Beta-like1	ERV-AB1.cPa555.11-CamPar
DELLY_chr220:22673-25226	cPa194	Beta-like1	ERV-AB1.cPa194.534-CamPar
RETROSEQ_chr220:22906-23006	cPa194	Beta-like1	ERV-AB1.cPa194.535-CamPar
RETROSEQ_chr220:23310-23410	cPa194	Beta-like1	ERV-AB1.cPa194.536-CamPar
RETROSEQ_chr220:23715-23815	cPa194	Beta-like1	ERV-AB1.cPa194.537-CamPar
RETROSEQ_chr220:24448-24548	cPa194	Beta-like1	ERV-AB1.cPa194.538-CamPar
RETROSEQ_chr220:24740-24840	cPa194	Beta-like1	ERV-AB1.cPa194.539-CamPar
RETROSEQ_chr223:2102-2300	cPa260	Beta-like2	ERV-AB2.cPa260.570-CamPar
RETROSEQ_chr223:2319-2439	cPa205	Gamma-like	ERV-GE.cPa205.76-CamPar
RETROSEQ_chr223:2478-2652	cPa205	Gamma-like	ERV-GE.cPa205.77-CamPar
RETROSEQ_chr223:3713-3992	cPa443	SnRV-like	ERV-S.cPa443.195-CamPar
RETROSEQ_chr223:5329-5429	cPa168	Gamma-like	ERV-GE.cPa168.21-CamPar
RETROSEQ_chr223:5492-5592	cPa168	Gamma-like	ERV-GE.cPa168.22-CamPar
RETROSEQ_chr223:19568-19668	cPa247	Beta-like1	ERV-AB1.cPa247.29-CamPar
RETROSEQ_chr223:21277-21377	cPa199	Beta-like2	ERV-AB2.cPa199.553-CamPar
RETROSEQ_chr223:21541-21974	cPa391	Beta-like2	ERV-AB2.cPa391.571-CamPar
RETROSEQ_chr223:22087-22190	cPa391	Beta-like2	ERV-AB2.cPa391.572-CamPar
RETROSEQ_chr224:2071-2171	cPa353	Beta-like2	ERV-AB2.cPa353.90-CamPar
RETROSEQ_chr224:2710-2810	cPa353	Beta-like2	ERV-AB2.cPa353.91-CamPar
RETROSEQ_chr224:12162-12301	cPa177	Beta-like1	ERV-AB1.cPa177.16-CamPar
RETROSEQ_chr224:13206-13306	HTLV1_NC001436	Delta	ERV-HTLV1.30-CamPar
RETROSEQ_chr224:15007-15278	MDEV_AF053745	Gamma	ERV-MDEV.6-CamPar
RETROSEQ_chr224:15488-15588	SIV_NC001870	Lenti	ERV-SIV.10-CamPar
RETROSEQ_chr224:21317-21698	cPa140	SnRV-like	ERV-S.cPa140.1088-CamPar
DELLY_chr224:21376-22112	cPa248	SnRV-like	ERV-S.cPa248.430-CamPar
RETROSEQ_chr224:21796-21928	cPa248	SnRV-like	ERV-S.cPa248.431-CamPar
RETROSEQ_chr224:26590-26690	cPa199	Beta-like2	ERV-AB2.cPa199.554-CamPar
RETROSEQ_chr224:27197-27297	cPa199	Beta-like2	ERV-AB2.cPa199.555-CamPar
RETROSEQ_chr226:2652-2846	cPa546	Beta-like1	ERV-AB1.cPa546.6-CamPar
RETROSEQ_chr226:3749-3849	cPa15	SnRV-like	ERV-S.cPa15.169-CamPar
RETROSEQ_chr23:18589-18816	cPa205	Gamma-like	ERV-GE.cPa205.78-CamPar
RETROSEQ_chr23:18841-18941	cPa447	Gamma-like	ERV-GE.cPa447.27-CamPar
RETROSEQ_chr23:123389-123502	cPa140	SnRV-like	ERV-S.cPa140.1089-CamPar
RETROSEQ_chr23:272181-272281	PERVC_HM159246	Gamma	ERV-PERVC.30-CamPar
RETROSEQ_chr23:303810-303917	cPa15	SnRV-like	ERV-S.cPa15.170-CamPar
CNV_chr23:319201-324600	cPa264	SnRV-like	ERV-S.cPa264.131-CamPar
DELLY_chr23:319223-325773	cPa264	SnRV-like	ERV-S.cPa264.132-CamPar
RETROSEQ_chr23:440882-440982	cPa248	SnRV-like	ERV-S.cPa248.432-CamPar
RETROSEQ_chr23:443047-443152	cPa264	SnRV-like	ERV-S.cPa264.133-CamPar
RETROSEQ_chr23:499503-499603	cPa140	SnRV-like	ERV-S.cPa140.1090-CamPar
RETROSEQ_chr23:538252-538371	cPa140	SnRV-like	ERV-S.cPa140.1091-CamPar
RETROSEQ_chr23:575937-576041	cPa363	Beta-like1	ERV-AB1.cPa363.430-CamPar
RETROSEQ_chr23:576138-576306	cPa452	Beta-like1	ERV-AB1.cPa452.896-CamPar
RETROSEQ_chr23:584092-584192	cPa176	Beta-like1	ERV-AB1.cPa176.49-CamPar
RETROSEQ_chr23:584208-584453	cPa176	Beta-like1	ERV-AB1.cPa176.50-CamPar
CNV_chr23:585301-592800	cPa443	SnRV-like	ERV-S.cPa443.196-CamPar
DELLY_chr23:585562-592842	cPa443	SnRV-like	ERV-S.cPa443.197-CamPar
RETROSEQ_chr23:586355-586455	cPa227	Gamma-like	ERV-GE.cPa227.78-CamPar
RETROSEQ_chr23:586567-586782	cPa199	Beta-like2	ERV-AB2.cPa199.556-CamPar
RETROSEQ_chr23:586792-586892	cPa199	Beta-like2	ERV-AB2.cPa199.557-CamPar
RETROSEQ_chr23:592496-593020	cPa260	Beta-like2	ERV-AB2.cPa260.571-CamPar
RETROSEQ_chr23:604716-604816	cPa61	Gamma-like	ERV-GE.cPa61.79-CamPar
RETROSEQ_chr23:604827-604927	cPa248	SnRV-like	ERV-S.cPa248.433-CamPar
RETROSEQ_chr23:613377-613715	cPa176	Beta-like1	ERV-AB1.cPa176.51-CamPar
RETROSEQ_chr23:617974-618148	cPa452	Beta-like1	ERV-AB1.cPa452.897-CamPar
RETROSEQ_chr23:618212-618434	cPa452	Beta-like1	ERV-AB1.cPa452.898-CamPar
RETROSEQ_chr23:628720-628820	cPa260	Beta-like2	ERV-AB2.cPa260.572-CamPar
RETROSEQ_chr23:652036-652136	cPa176	Beta-like1	ERV-AB1.cPa176.52-CamPar
RETROSEQ_chr23:654697-654814	cPa176	Beta-like1	ERV-AB1.cPa176.53-CamPar
RETROSEQ_chr23:654917-655017	cPa176	Beta-like1	ERV-AB1.cPa176.54-CamPar
RETROSEQ_chr23:660416-660516	cPa379	Beta-like1	ERV-AB1.cPa379.75-CamPar
RETROSEQ_chr23:660620-660768	cPa379	Beta-like1	ERV-AB1.cPa379.76-CamPar
RETROSEQ_chr23:660800-660908	cPa363	Beta-like1	ERV-AB1.cPa363.431-CamPar
RETROSEQ_chr23:677297-677397	SIV_NC001870	Lenti	ERV-SIV.11-CamPar
RETROSEQ_chr23:678997-679107	cPa257	Beta-like1	ERV-AB1.cPa257.87-CamPar
RETROSEQ_chr23:680062-680176	cPa363	Beta-like1	ERV-AB1.cPa363.432-CamPar
RETROSEQ_chr23:680256-680425	cPa363	Beta-like1	ERV-AB1.cPa363.433-CamPar
RETROSEQ_chr23:707018-707150	EIAV_NC001450	Lenti	ERV-EIAV.10-CamPar
RETROSEQ_chr23:717645-717745	cPa194	Beta-like1	ERV-AB1.cPa194.540-CamPar
RETROSEQ_chr23:717845-717945	cPa194	Beta-like1	ERV-AB1.cPa194.541-CamPar
RETROSEQ_chr23:719754-719910	cPa176	Beta-like1	ERV-AB1.cPa176.55-CamPar
RETROSEQ_chr23:724586-724686	cPa140	SnRV-like	ERV-S.cPa140.1092-CamPar
RETROSEQ_chr23:736191-736456	cPa201	Gamma-like	ERV-GE.cPa201.123-CamPar
RETROSEQ_chr23:737114-737447	cPa199	Beta-like2	ERV-AB2.cPa199.558-CamPar
RETROSEQ_chr23:753752-753852	cPa446	Beta-like1	ERV-AB1.cPa446.75-CamPar
RETROSEQ_chr23:753951-754102	cPa452	Beta-like1	ERV-AB1.cPa452.899-CamPar
RETROSEQ_chr23:758750-758877	cPa227	Gamma-like	ERV-GE.cPa227.79-CamPar
RETROSEQ_chr23:767116-767216	cPa363	Beta-like1	ERV-AB1.cPa363.434-CamPar
RETROSEQ_chr23:778723-778823	cPa199	Beta-like2	ERV-AB2.cPa199.559-CamPar
RETROSEQ_chr23:785101-785201	cPa194	Beta-like1	ERV-AB1.cPa194.542-CamPar
RETROSEQ_chr23:785225-785325	cPa194	Beta-like1	ERV-AB1.cPa194.543-CamPar
RETROSEQ_chr23:820610-820710	cPa176	Beta-like1	ERV-AB1.cPa176.56-CamPar
RETROSEQ_chr23:820781-820881	cPa176	Beta-like1	ERV-AB1.cPa176.57-CamPar
RETROSEQ_chr23:840400-840500	cPa391	Beta-like2	ERV-AB2.cPa391.573-CamPar
RETROSEQ_chr23:845411-845511	cPa71	Beta-like1	ERV-AB1.cPa71.44-CamPar
RETROSEQ_chr23:845762-845862	cPa542	Beta-like1	ERV-AB1.cPa542.150-CamPar
RETROSEQ_chr23:852500-852700	cPa194	Beta-like1	ERV-AB1.cPa194.544-CamPar
RETROSEQ_chr23:853813-853913	cPa452	Beta-like1	ERV-AB1.cPa452.900-CamPar
RETROSEQ_chr23:853975-854229	cPa452	Beta-like1	ERV-AB1.cPa452.901-CamPar
RETROSEQ_chr23:858368-858468	cPa402	Beta-like1	ERV-AB1.cPa402.58-CamPar
RETROSEQ_chr23:894603-895056	cPa450	Gamma-like	ERV-GE.cPa450.438-CamPar
RETROSEQ_chr23:917436-917620	cPa140	SnRV-like	ERV-S.cPa140.1093-CamPar
RETROSEQ_chr23:921029-921129	cPa199	Beta-like2	ERV-AB2.cPa199.560-CamPar
RETROSEQ_chr23:921460-921560	cPa138	Beta-like1	ERV-AB1.cPa138.25-CamPar
RETROSEQ_chr23:926606-926706	cPa353	Beta-like2	ERV-AB2.cPa353.92-CamPar
RETROSEQ_chr23:937950-938050	cPa140	SnRV-like	ERV-S.cPa140.1094-CamPar
RETROSEQ_chr23:938061-938161	cPa15	SnRV-like	ERV-S.cPa15.171-CamPar
RETROSEQ_chr23:956970-957169	cPa333	Beta-like1	ERV-AB1.cPa333.130-CamPar
RETROSEQ_chr23:957234-957406	cPa333	Beta-like1	ERV-AB1.cPa333.131-CamPar
RETROSEQ_chr23:957418-957549	cPa333	Beta-like1	ERV-AB1.cPa333.132-CamPar
RETROSEQ_chr23:968685-968822	cPa543	Beta-like1	ERV-AB1.cPa543.57-CamPar
RETROSEQ_chr23:992839-993005	cPa194	Beta-like1	ERV-AB1.cPa194.545-CamPar
RETROSEQ_chr23:1002431-1002531	cPa140	SnRV-like	ERV-S.cPa140.1095-CamPar
RETROSEQ_chr23:1022169-1022450	GaLV_M26927	Gamma	ERV-GaLV.1-CamPar
RETROSEQ_chr23:1025522-1025644	cPa140	SnRV-like	ERV-S.cPa140.1096-CamPar
RETROSEQ_chr23:1040525-1040836	cPa248	SnRV-like	ERV-S.cPa248.434-CamPar
RETROSEQ_chr23:1047839-1048015	cPa176	Beta-like1	ERV-AB1.cPa176.58-CamPar
RETROSEQ_chr23:1048068-1048168	cPa176	Beta-like1	ERV-AB1.cPa176.59-CamPar
RETROSEQ_chr23:1056280-1056380	cPa257	Beta-like1	ERV-AB1.cPa257.88-CamPar
RETROSEQ_chr23:1071041-1071322	cPa176	Beta-like1	ERV-AB1.cPa176.60-CamPar
RETROSEQ_chr23:1072040-1072140	cPa482	Beta-like1	ERV-AB1.cPa482.109-CamPar
RETROSEQ_chr23:1077539-1077639	cPa260	Beta-like2	ERV-AB2.cPa260.573-CamPar
RETROSEQ_chr23:1080527-1080685	cPa176	Beta-like1	ERV-AB1.cPa176.61-CamPar
RETROSEQ_chr23:1080689-1080880	cPa176	Beta-like1	ERV-AB1.cPa176.62-CamPar
RETROSEQ_chr23:1085368-1085540	cPa333	Beta-like1	ERV-AB1.cPa333.133-CamPar
RETROSEQ_chr23:1085712-1085812	cPa333	Beta-like1	ERV-AB1.cPa333.134-CamPar
RETROSEQ_chr23:1087398-1087597	cPa176	Beta-like1	ERV-AB1.cPa176.63-CamPar
RETROSEQ_chr23:1114941-1115337	cPa526	Beta-like1	ERV-AB1.cPa526.35-CamPar
RETROSEQ_chr23:1117480-1117645	cPa199	Beta-like2	ERV-AB2.cPa199.561-CamPar
RETROSEQ_chr23:1117754-1117854	cPa450	Gamma-like	ERV-GE.cPa450.439-CamPar
RETROSEQ_chr23:1147257-1147396	cPa176	Beta-like1	ERV-AB1.cPa176.64-CamPar
RETROSEQ_chr23:1147468-1147623	cPa176	Beta-like1	ERV-AB1.cPa176.65-CamPar
RETROSEQ_chr23:1150443-1150543	cPa260	Beta-like2	ERV-AB2.cPa260.574-CamPar
RETROSEQ_chr23:1150590-1150760	cPa260	Beta-like2	ERV-AB2.cPa260.575-CamPar
RETROSEQ_chr23:1159800-1160063	cPa526	Beta-like1	ERV-AB1.cPa526.36-CamPar
RETROSEQ_chr23:1166708-1166808	cPa140	SnRV-like	ERV-S.cPa140.1097-CamPar
RETROSEQ_chr23:1190230-1190330	cPa526	Beta-like1	ERV-AB1.cPa526.37-CamPar
RETROSEQ_chr23:1190464-1190564	cPa248	SnRV-like	ERV-S.cPa248.435-CamPar
RETROSEQ_chr23:1207318-1207564	cPa176	Beta-like1	ERV-AB1.cPa176.66-CamPar
RETROSEQ_chr23:1279439-1279539	cPa194	Beta-like1	ERV-AB1.cPa194.546-CamPar
RETROSEQ_chr23:1279606-1279706	cPa194	Beta-like1	ERV-AB1.cPa194.547-CamPar
RETROSEQ_chr23:1308307-1308597	cPa482	Beta-like1	ERV-AB1.cPa482.110-CamPar
RETROSEQ_chr23:1331516-1331652	cPa176	Beta-like1	ERV-AB1.cPa176.67-CamPar
RETROSEQ_chr23:1360017-1360180	cPa199	Beta-like2	ERV-AB2.cPa199.562-CamPar
RETROSEQ_chr23:1367704-1367804	cPa199	Beta-like2	ERV-AB2.cPa199.563-CamPar
RETROSEQ_chr23:1376801-1376901	cPa176	Beta-like1	ERV-AB1.cPa176.68-CamPar
RETROSEQ_chr23:1381496-1381596	cPa308	Beta-like2	ERV-AB2.cPa308.208-CamPar
RETROSEQ_chr23:1382502-1382602	cPa450	Gamma-like	ERV-GE.cPa450.440-CamPar
RETROSEQ_chr23:1395143-1395243	cPa194	Beta-like1	ERV-AB1.cPa194.548-CamPar
RETROSEQ_chr23:1414279-1414394	cPa450	Gamma-like	ERV-GE.cPa450.441-CamPar
RETROSEQ_chr23:1417221-1417321	cPa260	Beta-like2	ERV-AB2.cPa260.576-CamPar
RETROSEQ_chr23:1418858-1418958	cPa542	Beta-like1	ERV-AB1.cPa542.151-CamPar
RETROSEQ_chr23:1419037-1419137	cPa542	Beta-like1	ERV-AB1.cPa542.152-CamPar
RETROSEQ_chr23:1421568-1421668	cPa273	Gamma-like	ERV-GE.cPa273.148-CamPar
RETROSEQ_chr23:1427575-1427675	cPa273	Gamma-like	ERV-GE.cPa273.149-CamPar
RETROSEQ_chr23:1463171-1463271	cPa194	Beta-like1	ERV-AB1.cPa194.549-CamPar
RETROSEQ_chr23:1463397-1463497	cPa194	Beta-like1	ERV-AB1.cPa194.550-CamPar
RETROSEQ_chr23:1463504-1463604	cPa194	Beta-like1	ERV-AB1.cPa194.551-CamPar
RETROSEQ_chr23:1465517-1465666	cPa176	Beta-like1	ERV-AB1.cPa176.69-CamPar
RETROSEQ_chr23:1465811-1465911	cPa140	SnRV-like	ERV-S.cPa140.1098-CamPar
RETROSEQ_chr23:1469138-1469265	cPa199	Beta-like2	ERV-AB2.cPa199.564-CamPar
RETROSEQ_chr23:1469408-1469508	cPa248	SnRV-like	ERV-S.cPa248.436-CamPar
RETROSEQ_chr23:1501772-1501991	cPa194	Beta-like1	ERV-AB1.cPa194.552-CamPar
RETROSEQ_chr23:1515808-1515908	cPa140	SnRV-like	ERV-S.cPa140.1099-CamPar
RETROSEQ_chr23:1516062-1516162	cPa140	SnRV-like	ERV-S.cPa140.1100-CamPar
RETROSEQ_chr23:1520342-1520442	cPa140	SnRV-like	ERV-S.cPa140.1101-CamPar
RETROSEQ_chr23:1546947-1547172	cPa176	Beta-like1	ERV-AB1.cPa176.70-CamPar
RETROSEQ_chr23:1547189-1547299	cPa176	Beta-like1	ERV-AB1.cPa176.71-CamPar
RETROSEQ_chr23:1558337-1558471	cPa140	SnRV-like	ERV-S.cPa140.1102-CamPar
RETROSEQ_chr23:1568919-1569019	cPa176	Beta-like1	ERV-AB1.cPa176.72-CamPar
RETROSEQ_chr23:1572924-1573024	cPa176	Beta-like1	ERV-AB1.cPa176.73-CamPar
RETROSEQ_chr23:1577798-1578220	FIV_NC001482	Lenti	ERV-FIV.3-CamPar
RETROSEQ_chr23:1579394-1579682	cPa176	Beta-like1	ERV-AB1.cPa176.74-CamPar
RETROSEQ_chr23:1605678-1605778	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.173-CamPar
RETROSEQ_chr23:1607609-1607709	cPa450	Gamma-like	ERV-GE.cPa450.442-CamPar
RETROSEQ_chr23:1607720-1607996	cPa199	Beta-like2	ERV-AB2.cPa199.565-CamPar
RETROSEQ_chr23:1622151-1622251	cPa543	Beta-like1	ERV-AB1.cPa543.58-CamPar
RETROSEQ_chr23:1622389-1622624	cPa543	Beta-like1	ERV-AB1.cPa543.59-CamPar
RETROSEQ_chr23:1624241-1624341	cPa447	Gamma-like	ERV-GE.cPa447.28-CamPar
RETROSEQ_chr23:1626759-1626859	cPa526	Beta-like1	ERV-AB1.cPa526.38-CamPar
RETROSEQ_chr23:1626936-1627080	cPa526	Beta-like1	ERV-AB1.cPa526.39-CamPar
RETROSEQ_chr23:1637412-1637512	cPa391	Beta-like2	ERV-AB2.cPa391.574-CamPar
RETROSEQ_chr23:1640424-1640524	cPa486	Beta-like1	ERV-AB1.cPa486.96-CamPar
RETROSEQ_chr23:1640869-1640969	cPa264	SnRV-like	ERV-S.cPa264.134-CamPar
RETROSEQ_chr23:1647343-1647443	cPa140	SnRV-like	ERV-S.cPa140.1103-CamPar
RETROSEQ_chr23:1670885-1671048	cPa176	Beta-like1	ERV-AB1.cPa176.75-CamPar
RETROSEQ_chr23:1679552-1679706	cPa450	Gamma-like	ERV-GE.cPa450.443-CamPar
RETROSEQ_chr23:1691168-1691268	cPa176	Beta-like1	ERV-AB1.cPa176.76-CamPar
RETROSEQ_chr23:1697984-1698084	cPa248	SnRV-like	ERV-S.cPa248.437-CamPar
RETROSEQ_chr23:1711326-1711426	cPa176	Beta-like1	ERV-AB1.cPa176.77-CamPar
RETROSEQ_chr23:1711472-1711681	cPa176	Beta-like1	ERV-AB1.cPa176.78-CamPar
RETROSEQ_chr23:1724054-1724154	cPa443	SnRV-like	ERV-S.cPa443.198-CamPar
RETROSEQ_chr23:1724630-1724771	cPa194	Beta-like1	ERV-AB1.cPa194.553-CamPar
RETROSEQ_chr23:1773329-1773437	cPa140	SnRV-like	ERV-S.cPa140.1104-CamPar
RETROSEQ_chr23:1777284-1777473	cPa176	Beta-like1	ERV-AB1.cPa176.79-CamPar
RETROSEQ_chr23:1782809-1782910	cPa194	Beta-like1	ERV-AB1.cPa194.554-CamPar
RETROSEQ_chr23:1784004-1784104	cPa526	Beta-like1	ERV-AB1.cPa526.40-CamPar
RETROSEQ_chr23:1792785-1792885	cPa486	Beta-like1	ERV-AB1.cPa486.97-CamPar
RETROSEQ_chr23:1804001-1804142	cPa452	Beta-like1	ERV-AB1.cPa452.902-CamPar
RETROSEQ_chr23:1804655-1804755	cPa199	Beta-like2	ERV-AB2.cPa199.566-CamPar
RETROSEQ_chr23:1824685-1824785	cPa542	Beta-like1	ERV-AB1.cPa542.153-CamPar
RETROSEQ_chr23:1824948-1825048	cPa542	Beta-like1	ERV-AB1.cPa542.154-CamPar
RETROSEQ_chr23:1848054-1848154	PERV_AJ293656	Gamma	ERV-PERV.143-CamPar
RETROSEQ_chr23:1890031-1890180	cPa140	SnRV-like	ERV-S.cPa140.1105-CamPar
RETROSEQ_chr23:1912629-1912729	cPa308	Beta-like2	ERV-AB2.cPa308.209-CamPar
RETROSEQ_chr23:1920009-1920308	cPa194	Beta-like1	ERV-AB1.cPa194.555-CamPar
RETROSEQ_chr23:1932438-1932538	cPa572	Beta-like1	ERV-AB1.cPa572.36-CamPar
RETROSEQ_chr23:1948891-1948991	cPa199	Beta-like2	ERV-AB2.cPa199.567-CamPar
RETROSEQ_chr23:1953822-1953922	cPa542	Beta-like1	ERV-AB1.cPa542.155-CamPar
RETROSEQ_chr23:1954656-1954763	cPa194	Beta-like1	ERV-AB1.cPa194.556-CamPar
RETROSEQ_chr23:1954779-1954879	cPa194	Beta-like1	ERV-AB1.cPa194.557-CamPar
RETROSEQ_chr23:1957919-1958247	cPa194	Beta-like1	ERV-AB1.cPa194.558-CamPar
RETROSEQ_chr23:1993854-1993989	cPa163	Alpha-like	ERV-AB.cPa163.151-CamPar
RETROSEQ_chr23:1995101-1995201	cPa363	Beta-like1	ERV-AB1.cPa363.435-CamPar
RETROSEQ_chr23:1995255-1995497	cPa363	Beta-like1	ERV-AB1.cPa363.436-CamPar
RETROSEQ_chr23:1996308-1996913	cPa194	Beta-like1	ERV-AB1.cPa194.559-CamPar
RETROSEQ_chr23:1998789-1998889	cPa327	Beta-like2	ERV-AB2.cPa327.72-CamPar
RETROSEQ_chr23:1998922-1999082	cPa183	Beta-like1	ERV-AB1.cPa183.170-CamPar
RETROSEQ_chr23:2007027-2007127	cPa542	Beta-like1	ERV-AB1.cPa542.156-CamPar
RETROSEQ_chr23:2008786-2008886	cPa194	Beta-like1	ERV-AB1.cPa194.560-CamPar
RETROSEQ_chr23:2008986-2009086	cPa194	Beta-like1	ERV-AB1.cPa194.561-CamPar
RETROSEQ_chr23:2009104-2009204	cPa194	Beta-like1	ERV-AB1.cPa194.562-CamPar
RETROSEQ_chr23:2009262-2009418	cPa194	Beta-like1	ERV-AB1.cPa194.563-CamPar
RETROSEQ_chr23:2009785-2010041	cPa327	Beta-like2	ERV-AB2.cPa327.73-CamPar
RETROSEQ_chr23:2032493-2032672	cPa176	Beta-like1	ERV-AB1.cPa176.80-CamPar
RETROSEQ_chr23:2043750-2043850	cPa176	Beta-like1	ERV-AB1.cPa176.81-CamPar
RETROSEQ_chr23:2043902-2044002	cPa260	Beta-like2	ERV-AB2.cPa260.577-CamPar
RETROSEQ_chr23:2047599-2047699	cPa15	SnRV-like	ERV-S.cPa15.172-CamPar
RETROSEQ_chr23:2065837-2065937	cPa199	Beta-like2	ERV-AB2.cPa199.568-CamPar
RETROSEQ_chr23:2066566-2066693	cPa194	Beta-like1	ERV-AB1.cPa194.564-CamPar
RETROSEQ_chr23:2066730-2066830	cPa194	Beta-like1	ERV-AB1.cPa194.565-CamPar
RETROSEQ_chr23:2066908-2067008	cPa194	Beta-like1	ERV-AB1.cPa194.566-CamPar
RETROSEQ_chr23:2071834-2071946	cPa194	Beta-like1	ERV-AB1.cPa194.567-CamPar
RETROSEQ_chr23:2072002-2072162	cPa194	Beta-like1	ERV-AB1.cPa194.568-CamPar
RETROSEQ_chr23:2089046-2089194	cPa452	Beta-like1	ERV-AB1.cPa452.903-CamPar
RETROSEQ_chr23:2089353-2089503	cPa446	Beta-like1	ERV-AB1.cPa446.76-CamPar
RETROSEQ_chr23:2105105-2105289	cPa194	Beta-like1	ERV-AB1.cPa194.569-CamPar
RETROSEQ_chr23:2105297-2105434	cPa194	Beta-like1	ERV-AB1.cPa194.570-CamPar
RETROSEQ_chr23:2105458-2105746	cPa194	Beta-like1	ERV-AB1.cPa194.571-CamPar
