locus,erv.assigned
RETROSEQ_chr21:4176150-4176250,cPa333
RETROSEQ_chr21:4320621-4320721,cPa363
RETROSEQ_chr21:4385808-4385993,cPa450
RETROSEQ_chr21:4463720-4463820,cPa194
RETROSEQ_chr21:453414-453514,cPa140
RETROSEQ_chr21:4539130-4539230,cPa450
RETROSEQ_chr21:4539273-4539465,cPa199
RETROSEQ_chr21:4583844-4584143,cPa450
RETROSEQ_chr21:4585157-4585609,cPa199
RETROSEQ_chr21:4586807-4586945,cPa273
RETROSEQ_chr21:4599449-4599549,cPa194
RETROSEQ_chr21:4599708-4599897,cPa194
RETROSEQ_chr21:4599986-4600086,cPa194
RETROSEQ_chr21:4621071-4621171,cPa542
RETROSEQ_chr21:4632737-4632845,cPa446
RETROSEQ_chr21:4653605-4653766,cPa163
RETROSEQ_chr21:4720698-4720938,cPa199|cPa542
RETROSEQ_chr21:4721947-4722047,cPa379
RETROSEQ_chr21:4739920-4740025,HFV_NC001736
RETROSEQ_chr21:4778905-4779005,ENTV_NC004994
RETROSEQ_chr21:4781409-4781605,cPa482
RETROSEQ_chr21:4789421-4789521,cPa450
RETROSEQ_chr21:4793977-4794115,cPa194
RETROSEQ_chr21:4794159-4794259,cPa194
RETROSEQ_chr21:4807832-4808030,cPa140
RETROSEQ_chr21:4808491-4808782,cPa542
RETROSEQ_chr21:4810916-4811356,cPa140
RETROSEQ_chr21:4819235-4819335,SIV_NC001870
RETROSEQ_chr21:4820888-4821108,cPa199
RETROSEQ_chr21:4836218-4836400,cPa199
RETROSEQ_chr21:4844928-4845028,cPa264|cPa61
RETROSEQ_chr21:4845303-4845403,cPa248
RETROSEQ_chr21:4857575-4857744,PyERV_AF500296
RETROSEQ_chr21:4861716-4861967,cPa194
RETROSEQ_chr21:4861984-4862084,cPa194
RETROSEQ_chr21:4873304-4873418,cPa273
RETROSEQ_chr21:4873434-4873623,cPa273
RETROSEQ_chr21:4873983-4874102,cPa450
RETROSEQ_chr21:4874110-4874410,cPa450
RETROSEQ_chr21:4875552-4875796,cPa333
RETROSEQ_chr21:5015007-5015120,cPa379
RETROSEQ_chr21:5023740-5024102,PERV_AJ293656
RETROSEQ_chr21:5024114-5024214,MLV_Xmv43
RETROSEQ_chr21:5035636-5035736,cPa227
RETROSEQ_chr21:5053461-5053821,cPa379
RETROSEQ_chr21:5074187-5074287,cPa452
RETROSEQ_chr21:5104206-5104306,SIV_NC001549
RETROSEQ_chr21:5217867-5217967,cPa140
RETROSEQ_chr21:5228314-5228477,cPa544
RETROSEQ_chr21:5243887-5243987,VISNA_S55323
RETROSEQ_chr21:5266167-5266389,cPa201
RETROSEQ_chr21:5278271-5278371,SIV_NC001549
RETROSEQ_chr21:5290875-5291248,cPa379
RETROSEQ_chr21:5303247-5303392,cPa199
RETROSEQ_chr21:5388604-5388704,cPa194|cPa450
RETROSEQ_chr21:5396957-5397057,cPa357
RETROSEQ_chr21:5397162-5397294,cPa357
RETROSEQ_chr21:5402815-5402915,cPa450
RETROSEQ_chr21:5441328-5441428,cPa224
RETROSEQ_chr21:5511296-5511396,cPa163
RETROSEQ_chr21:5512754-5512854,cPa163
RETROSEQ_chr21:5602623-5603052,cPa452
RETROSEQ_chr21:5762366-5762466,cPa391
RETROSEQ_chr21:580464-580564,cPa201
RETROSEQ_chr21:5881137-5881237,cPa379
RETROSEQ_chr21:5881458-5881558,cPa379
RETROSEQ_chr21:5945251-5945656,cPa482
RETROSEQ_chr21:5953971-5954071,cPa583
RETROSEQ_chr21:6031461-6031760,cPa482
RETROSEQ_chr21:60603-60703,cPa194
RETROSEQ_chr21:6252971-6253119,cPa443
RETROSEQ_chr21:6253812-6253965,cPa572
RETROSEQ_chr21:6269323-6269423,cPa163
RETROSEQ_chr21:6715257-6715357,cPa248
RETROSEQ_chr21:6972611-6972711,cPa391
RETROSEQ_chr21:6993859-6994032,cPa199|cPa273
RETROSEQ_chr21:7071790-7071890,cPa450
RETROSEQ_chr21:7193078-7193178,cPa486
RETROSEQ_chr21:7216222-7216322,cPa542
RETROSEQ_chr21:7222702-7222822,cPa228
RETROSEQ_chr21:7267295-7267404,cPa391
RETROSEQ_chr21:7271132-7271232,cPa150
RETROSEQ_chr21:7362343-7362465,JSRV_DQ838494
RETROSEQ_chr21:7441675-7441775,cPa363
RETROSEQ_chr21:7464488-7464752,cPa199
RETROSEQ_chr21:7465847-7465947,HFV_NC001736
RETROSEQ_chr21:747627-747727,cPa452
RETROSEQ_chr21:747830-748029,cPa452
RETROSEQ_chr21:7484197-7484534,cPa227|cPa542
RETROSEQ_chr21:759977-760097,cPa194
RETROSEQ_chr21:760242-760364,cPa194
RETROSEQ_chr21:760372-760472,cPa194
RETROSEQ_chr21:772989-773089,HERV_E_repbase_HERVE_LTR2
RETROSEQ_chr21:7738705-7738805,HERV30_repbase_HERV30I_LTR30
RETROSEQ_chr21:7755972-7756073,cPa391
RETROSEQ_chr21:7769498-7769666,ENTV_NC004994
RETROSEQ_chr21:7794918-7795018,cPa15
RETROSEQ_chr21:7795047-7795147,cPa140
RETROSEQ_chr21:7799151-7799254,cPa140
RETROSEQ_chr21:7839132-7839273,cPa363
RETROSEQ_chr21:784976-785076,HERV_E_repbase_HERVE_LTR2
RETROSEQ_chr21:787584-787728,cPa260
RETROSEQ_chr21:7879799-7879927,cPa224
RETROSEQ_chr21:794791-795236,cPa199
RETROSEQ_chr21:862683-862813,cPa353
RETROSEQ_chr21:862904-863004,cPa353
RETROSEQ_chr21:873682-873782,cPa163
RETROSEQ_chr21:87979-88079,cPa199|cPa450|cPa542
RETROSEQ_chr22:1121299-1121399,HERV_ADP_repbase_HERVP71A_I_LTR71A
RETROSEQ_chr22:1205764-1205864,cPa452
RETROSEQ_chr22:1267623-1267783,cPa379
RETROSEQ_chr22:1268086-1268186,cPa450
RETROSEQ_chr22:1292976-1293130,cPa450
RETROSEQ_chr22:1294769-1294869,cPa563
RETROSEQ_chr22:1294980-1295080,cPa486
RETROSEQ_chr22:1300298-1300478,cPa308
RETROSEQ_chr22:1303630-1303745,cPa450
RETROSEQ_chr22:1335650-1335750,cPa199
RETROSEQ_chr22:1355072-1355172,cPa379
RETROSEQ_chr22:1374461-1374561,cPa199
RETROSEQ_chr22:1381337-1381529,cPa542
RETROSEQ_chr22:1381543-1381643,cPa199
RETROSEQ_chr22:1390125-1390333,cPa450
RETROSEQ_chr22:1400084-1400186,HFV_NC001736
RETROSEQ_chr22:1412850-1412950,cPa450
RETROSEQ_chr22:1446715-1446815,cPa472
RETROSEQ_chr22:1446830-1446930,cPa472
RETROSEQ_chr22:1459912-1460012,cPa450
RETROSEQ_chr22:1466748-1466861,cPa140
RETROSEQ_chr22:1481357-1481457,cPa152
RETROSEQ_chr22:1485567-1485667,JSRV_DQ838494
RETROSEQ_chr22:1498214-1498314,cPa308|cPa486
RETROSEQ_chr22:1501098-1501198,cPa452
RETROSEQ_chr22:1501887-1502173,cPa199
RETROSEQ_chr22:1510184-1510338,cPa486
RETROSEQ_chr22:1519680-1519813,cPa248
RETROSEQ_chr22:1519843-1519943,cPa140
RETROSEQ_chr22:1519967-1520067,cPa248
RETROSEQ_chr22:1520085-1520277,cPa443
RETROSEQ_chr22:1537446-1537714,cPa381
RETROSEQ_chr22:1556376-1556739,cPa199
RETROSEQ_chr22:156155-156255,cPa138
RETROSEQ_chr22:1562962-1563062,cPa183
RETROSEQ_chr22:1621626-1621728,cPa140
RETROSEQ_chr22:1621950-1622063,cPa140
RETROSEQ_chr22:1634285-1634412,cPa273
RETROSEQ_chr22:1634437-1634537,cPa227
RETROSEQ_chr22:1637726-1637981,cPa199
RETROSEQ_chr22:1650521-1650621,cPa450|cPa542
RETROSEQ_chr22:1650952-1651052,cPa273
RETROSEQ_chr22:1660848-1660948,cPa486
RETROSEQ_chr22:1704353-1704453,cPa391
RETROSEQ_chr22:1769431-1769664,cPa450
RETROSEQ_chr22:1769671-1769771,cPa450
RETROSEQ_chr22:1774659-1774759,cPa199
RETROSEQ_chr22:1788052-1788152,cPa450
RETROSEQ_chr22:1788182-1788328,cPa199|cPa542
RETROSEQ_chr22:1795201-1795301,cPa308|cPa381
RETROSEQ_chr22:1795323-1795432,cPa381
RETROSEQ_chr22:1807586-1807686,cPa542
RETROSEQ_chr22:1807814-1807914,cPa199|cPa542
RETROSEQ_chr22:1807947-1808047,cPa199
RETROSEQ_chr22:1811284-1811593,cPa450
RETROSEQ_chr22:1814025-1814125,cPa308
RETROSEQ_chr22:1816907-1817020,cPa199
RETROSEQ_chr22:1845184-1845284,cPa450
RETROSEQ_chr22:1847637-1847807,cPa308
RETROSEQ_chr22:1847868-1847968,cPa308
RETROSEQ_chr22:1857412-1857512,cPa518
RETROSEQ_chr22:1857555-1857655,cPa518
RETROSEQ_chr22:1884427-1884703,cPa450
RETROSEQ_chr22:1894143-1894243,cPa450
RETROSEQ_chr22:1894281-1894381,cPa450
RETROSEQ_chr22:1898542-1898642,cPa183
RETROSEQ_chr22:1927873-1928166,cPa140
RETROSEQ_chr22:1928183-1928415,cPa140
RETROSEQ_chr22:1948298-1948398,cPa140
RETROSEQ_chr22:1948433-1948870,cPa140
RETROSEQ_chr22:1955312-1955412,cPa333
RETROSEQ_chr22:1955495-1955595,cPa333
RETROSEQ_chr22:1958436-1958536,cPa199
RETROSEQ_chr22:1960062-1960316,cPa446
RETROSEQ_chr22:1986002-1986102,cPa201
RETROSEQ_chr22:1989953-1990078,cPa450
RETROSEQ_chr22:1990427-1990527,cPa450
RETROSEQ_chr22:1996069-1996408,cPa482
RETROSEQ_chr22:2011649-2011797,cPa194
RETROSEQ_chr22:2024007-2024122,cPa450
RETROSEQ_chr22:2034851-2034951,cPa486
RETROSEQ_chr22:2034957-2035152,cPa486
RETROSEQ_chr22:2042222-2042322,cPa482
RETROSEQ_chr22:2060800-2061127,cPa381
RETROSEQ_chr22:2081903-2082057,cPa194
RETROSEQ_chr22:2082086-2082186,cPa194
RETROSEQ_chr22:2082200-2082304,cPa194
RETROSEQ_chr22:2086326-2086473,cPa450
RETROSEQ_chr22:2099320-2099625,cPa199
RETROSEQ_chr22:2103919-2104026,cPa194
RETROSEQ_chr22:2104203-2104303,cPa194
RETROSEQ_chr22:2109049-2109351,cPa199
RETROSEQ_chr22:2125402-2125585,cPa450
RETROSEQ_chr22:2125702-2125802,cPa199
RETROSEQ_chr22:2127898-2127998,cPa308
RETROSEQ_chr22:2132999-2133293,cPa199
RETROSEQ_chr22:2145296-2145409,cPa194
RETROSEQ_chr22:2145453-2145553,cPa194
RETROSEQ_chr22:2159346-2159462,cPa446
RETROSEQ_chr22:2159478-2159678,cPa446
RETROSEQ_chr22:2160604-2160704,cPa450
RETROSEQ_chr22:2165299-2165434,cPa183
RETROSEQ_chr22:2165747-2165847,cPa379
RETROSEQ_chr22:2180257-2180515,cPa450
RETROSEQ_chr22:2180632-2180732,cPa450
RETROSEQ_chr22:2192641-2192741,cPa446
RETROSEQ_chr22:2193262-2193362,cPa199
RETROSEQ_chr22:2193400-2193729,cPa199
RETROSEQ_chr22:2193776-2193876,cPa542
RETROSEQ_chr22:2198814-2198914,cPa450
RETROSEQ_chr22:2200038-2200142,cPa450
RETROSEQ_chr22:2200326-2200426,cPa450
RETROSEQ_chr22:2214103-2214296,cPa450
RETROSEQ_chr22:2216386-2216498,cPa183|cPa327
RETROSEQ_chr22:221921-222021,cPa138
RETROSEQ_chr22:2240081-2240191,cPa424
RETROSEQ_chr22:2240325-2240425,cPa424
RETROSEQ_chr22:2262895-2263302,cPa194
RETROSEQ_chr22:2317431-2317546,cPa450
RETROSEQ_chr22:2317563-2317663,cPa450
RETROSEQ_chr22:2318804-2319132,cPa379
RETROSEQ_chr22:2320206-2320306,cPa194
RETROSEQ_chr22:2320350-2320450,cPa194
RETROSEQ_chr22:2320456-2320713,cPa194
RETROSEQ_chr22:2320721-2320843,cPa194
RETROSEQ_chr22:2325310-2325465,cPa308|cPa381
RETROSEQ_chr22:2339964-2340064,cPa199
RETROSEQ_chr22:2349085-2349185,cPa308
RETROSEQ_chr22:2366105-2366338,cPa194
RETROSEQ_chr22:2366386-2366486,cPa194
RETROSEQ_chr22:2382840-2382940,cPa450
RETROSEQ_chr22:2426134-2426293,cPa194
RETROSEQ_chr22:2426417-2426550,cPa194
RETROSEQ_chr22:2426552-2426674,cPa194
RETROSEQ_chr22:2426711-2426811,cPa194
RETROSEQ_chr22:2433958-2434058,cPa308
RETROSEQ_chr22:2437649-2437995,cPa450
RETROSEQ_chr22:2458747-2458847,cPa199
RETROSEQ_chr22:2467775-2467931,cPa450
RETROSEQ_chr22:2471340-2471503,cPa379
RETROSEQ_chr22:2477602-2477815,cPa199
RETROSEQ_chr22:2477836-2477960,cPa199
RETROSEQ_chr22:2488184-2488284,cPa201
RETROSEQ_chr22:2488292-2488392,cPa353|cPa450
RETROSEQ_chr22:2493359-2493481,cPa248
RETROSEQ_chr22:2499098-2499198,cPa450
RETROSEQ_chr22:2499306-2499409,cPa450
RETROSEQ_chr22:2499674-2499774,cPa199
RETROSEQ_chr22:2511603-2511750,cPa363
RETROSEQ_chr22:2518190-2518312,cPa194
RETROSEQ_chr22:2518535-2518635,cPa194
RETROSEQ_chr22:2528389-2528489,cPa199
RETROSEQ_chr22:2531495-2531595,cPa542
RETROSEQ_chr22:2531605-2531705,cPa542
RETROSEQ_chr22:2538556-2538807,cPa194
RETROSEQ_chr22:2543189-2543371,cPa353
RETROSEQ_chr22:2543376-2543661,cPa353
RETROSEQ_chr22:2547791-2547891,cPa452
RETROSEQ_chr22:2554307-2554496,cPa199
RETROSEQ_chr22:2554504-2554775,cPa199
RETROSEQ_chr22:2574677-2574828,cPa353
RETROSEQ_chr22:2594109-2594212,VISNA_S55323
RETROSEQ_chr22:2599136-2599259,cPa327|cPa379
RETROSEQ_chr22:2601646-2601926,cPa452
RETROSEQ_chr22:2605785-2606109,cPa194
RETROSEQ_chr22:2618208-2618308,cPa452
RETROSEQ_chr22:2621364-2621543,cPa194
RETROSEQ_chr22:2621814-2621988,cPa194
RETROSEQ_chr22:2625551-2625651,cPa183
RETROSEQ_chr22:2627980-2628142,cPa391
RETROSEQ_chr22:2628742-2628896,cPa450
RETROSEQ_chr22:2634937-2635096,cPa194
RETROSEQ_chr22:2636353-2636453,cPa273
RETROSEQ_chr22:2641194-2641294,cPa450
RETROSEQ_chr22:2661321-2661421,cPa140
RETROSEQ_chr22:2668502-2668901,cPa264
RETROSEQ_chr22:2678961-2679061,cPa140
RETROSEQ_chr22:2689771-2689871,cPa248
RETROSEQ_chr22:2703175-2703275,cPa199|cPa273
RETROSEQ_chr22:2707115-2707215,cPa140
RETROSEQ_chr22:2707664-2707764,cPa248
RETROSEQ_chr22:2718716-2719102,cPa140
RETROSEQ_chr22:2729407-2729608,cPa353
RETROSEQ_chr22:2731839-2731964,cPa140
RETROSEQ_chr22:2745389-2745489,cPa199|cPa227
RETROSEQ_chr22:2745652-2745877,cPa199
RETROSEQ_chr22:2745915-2746015,cPa273
RETROSEQ_chr22:2753310-2753412,cPa140
RETROSEQ_chr22:2807539-2807639,cPa199
RETROSEQ_chr22:2825035-2825135,SIV_NC001870
RETROSEQ_chr22:2831135-2831235,HERV30_repbase_HERV30I_LTR30
RETROSEQ_chr22:2831456-2831556,HERV30_repbase_HERV30I_LTR30
RETROSEQ_chr22:2838388-2838520,cPa224
RETROSEQ_chr22:2850063-2850163,SIV_NC001549
RETROSEQ_chr22:2881006-2881157,cPa140
RETROSEQ_chr22:2931992-2932092,cPa248
RETROSEQ_chr22:2934528-2934686,ENTV_NC004994
RETROSEQ_chr22:2969714-2969832,cPa140|cPa201
RETROSEQ_chr22:2969843-2969943,cPa140|cPa201
RETROSEQ_chr22:2998601-2998701,cPa308
RETROSEQ_chr22:3002645-3002745,cPa482
RETROSEQ_chr22:3010693-3010793,cPa194
RETROSEQ_chr22:3010889-3010989,cPa194
RETROSEQ_chr22:3014489-3014589,cPa260
RETROSEQ_chr22:3020324-3020536,cPa542
RETROSEQ_chr22:3037132-3037232,cPa194
RETROSEQ_chr22:3037236-3037396,cPa194
RETROSEQ_chr22:3037734-3037834,cPa194
RETROSEQ_chr22:3058401-3058554,cPa486
RETROSEQ_chr22:3058645-3058780,cPa308|cPa486
RETROSEQ_chr22:3062353-3062529,cPa194
RETROSEQ_chr22:3062564-3062703,cPa194
RETROSEQ_chr22:3074841-3075002,cPa140
RETROSEQ_chr22:3105429-3105529,cPa450|cPa542
RETROSEQ_chr22:3105536-3105636,cPa450
RETROSEQ_chr22:3105679-3105779,cPa227
RETROSEQ_chr22:3189308-3189699,cPa452
RETROSEQ_chr22:3193255-3193356,cPa194
RETROSEQ_chr22:3193376-3193738,cPa194
RETROSEQ_chr22:3196149-3196249,cPa199
RETROSEQ_chr22:3196454-3196705,cPa199
RETROSEQ_chr22:3264529-3264629,cPa201
RETROSEQ_chr22:326982-327082,STLV2_NC001815
RETROSEQ_chr22:3308534-3308754,cPa199
RETROSEQ_chr22:3308773-3308945,cPa450
RETROSEQ_chr22:3325551-3325651,cPa194
RETROSEQ_chr22:3327987-3328087,cPa194
RETROSEQ_chr22:3328166-3328266,cPa194
RETROSEQ_chr22:3328343-3328443,cPa194
RETROSEQ_chr22:3329410-3329510,cPa381
RETROSEQ_chr22:3333257-3333357,cPa264
RETROSEQ_chr22:3333375-3333644,cPa140
RETROSEQ_chr22:3335669-3335769,cPa248
RETROSEQ_chr22:3335950-3336240,cPa140
RETROSEQ_chr22:3341920-3342078,cPa486
RETROSEQ_chr22:3346110-3346244,cPa194
RETROSEQ_chr22:3346263-3346501,cPa194
RETROSEQ_chr22:3416365-3416733,cPa450
RETROSEQ_chr22:3444352-3444605,cPa201
RETROSEQ_chr22:3473164-3473549,cPa199
RETROSEQ_chr22:3504249-3504349,cPa426
RETROSEQ_chr22:3504377-3504483,SIV_NC001870
RETROSEQ_chr22:3511840-3511940,cPa140
RETROSEQ_chr22:3638137-3638237,cPa260
RETROSEQ_chr22:3687141-3687241,cPa224
RETROSEQ_chr22:3704256-3704368,cPa358
RETROSEQ_chr22:3726858-3726958,cPa194
RETROSEQ_chr22:3727091-3727222,cPa194
RETROSEQ_chr22:3738513-3738613,cPa194
RETROSEQ_chr22:3738762-3738864,cPa194
RETROSEQ_chr22:3738895-3738995,cPa194
RETROSEQ_chr22:3760360-3760536,cPa450
RETROSEQ_chr22:3776626-3776726,cPa248
RETROSEQ_chr22:3777071-3777281,cPa194
RETROSEQ_chr22:3777521-3777621,cPa194
RETROSEQ_chr22:3806361-3806569,cPa140
RETROSEQ_chr22:3806636-3806967,cPa140
RETROSEQ_chr22:3829715-3829815,cPa199|cPa450
RETROSEQ_chr22:3829844-3829944,cPa450
RETROSEQ_chr22:3871629-3871729,cPa486
RETROSEQ_chr22:3902779-3902960,cPa71
RETROSEQ_chr22:3903050-3903285,cPa526
RETROSEQ_chr22:3909605-3909844,cPa71
RETROSEQ_chr22:3931319-3931419,cPa199
RETROSEQ_chr22:3950157-3950272,cPa248
RETROSEQ_chr22:3977719-3977819,cPa201
RETROSEQ_chr22:4019006-4019360,cPa201
RETROSEQ_chr22:4021832-4022108,cPa264
RETROSEQ_chr22:4024770-4024870,cPa542
RETROSEQ_chr22:4029688-4029878,cPa140
RETROSEQ_chr22:4029929-4030029,cPa248
RETROSEQ_chr22:4030304-4030404,cPa443
RETROSEQ_chr22:4031473-4031573,cPa260
RETROSEQ_chr22:4045666-4045830,cPa142
RETROSEQ_chr22:4049479-4049617,cPa140
RETROSEQ_chr22:4050514-4050614,cPa248
RETROSEQ_chr22:4061891-4062064,PERV_AJ293656
RETROSEQ_chr22:4070686-4070800,cPa194
RETROSEQ_chr22:4070814-4070914,cPa194
RETROSEQ_chr22:4081659-4081799,cPa140
RETROSEQ_chr22:4129910-4130016,cPa486
RETROSEQ_chr22:4138200-4138349,cPa542
RETROSEQ_chr22:4163271-4163405,cPa248
RETROSEQ_chr22:4164087-4164230,cPa219|cPa248|cPa258|cPa542
RETROSEQ_chr22:4164249-4164465,cPa104
RETROSEQ_chr22:4165499-4165871,cPa219
RETROSEQ_chr22:4168972-4169072,cPa190
RETROSEQ_chr22:4169687-4169864,cPa104
RETROSEQ_chr22:4169942-4170076,cPa190
RETROSEQ_chr22:4187183-4187297,cPa443
RETROSEQ_chr22:4209976-4210076,cPa138
RETROSEQ_chr22:4210163-4210263,cPa138
RETROSEQ_chr22:4212852-4213030,cPa199
RETROSEQ_chr22:4214841-4215004,cPa140
RETROSEQ_chr22:4215026-4215126,cPa140
RETROSEQ_chr22:4251346-4251446,cPa443
RETROSEQ_chr22:4260626-4260726,cPa260
RETROSEQ_chr22:4260790-4260931,cPa260
RETROSEQ_chr22:4272240-4272384,cPa140
RETROSEQ_chr22:4272415-4272515,cPa248
RETROSEQ_chr22:4278792-4278892,cPa450
RETROSEQ_chr22:4279076-4279210,cPa450
RETROSEQ_chr22:4308968-4309068,cPa327|cPa379
RETROSEQ_chr22:4314138-4314238,cPa363
RETROSEQ_chr22:4314292-4314392,cPa327
RETROSEQ_chr22:4324382-4324482,cPa140
RETROSEQ_chr22:4331584-4331684,cPa183
RETROSEQ_chr22:4343534-4343646,cPa353|cPa363|cPa452|cPa71
RETROSEQ_chr22:4422369-4422480,cPa140
RETROSEQ_chr22:445294-445394,cPa183
RETROSEQ_chr22:4500676-4500776,cPa505
RETROSEQ_chr22:4505740-4505972,cPa140
RETROSEQ_chr22:452374-452697,cPa450
RETROSEQ_chr22:4531129-4531229,cPa450
RETROSEQ_chr22:4599648-4599748,cPa363
RETROSEQ_chr22:4608435-4608535,cPa248
RETROSEQ_chr22:4685763-4685863,cPa163
RETROSEQ_chr22:473261-473413,cPa224
RETROSEQ_chr22:473482-473715,cPa402
RETROSEQ_chr22:4847488-4847588,cPa61
RETROSEQ_chr22:4848188-4848371,cPa205
RETROSEQ_chr22:4848470-4848570,cPa205
RETROSEQ_chr22:4849363-4849463,cPa61
RETROSEQ_chr22:4849960-4850060,cPa61
RETROSEQ_chr22:4850463-4850570,cPa61
RETROSEQ_chr22:4851637-4851740,cPa205
RETROSEQ_chr22:486396-486598,HERV30_repbase_HERV30I_LTR30
RETROSEQ_chr22:4890908-4891008,cPa248
RETROSEQ_chr22:4891034-4891238,cPa248
RETROSEQ_chr22:4892190-4892296,cPa391
RETROSEQ_chr22:514973-515214,cPa140
RETROSEQ_chr22:631135-631324,cPa163
RETROSEQ_chr22:696619-696719,cPa486
RETROSEQ_chr22:702193-702778,cPa486
RETROSEQ_chr22:702907-703007,cPa486
RETROSEQ_chr22:713883-713983,VISNA_S55323
RETROSEQ_chr22:732656-732756,cPa486
RETROSEQ_chr22:768159-768259,cPa224
RETROSEQ_chr220:13653-13765,cPa363
RETROSEQ_chr220:19579-19679,cPa194
RETROSEQ_chr220:21030-21130,cPa194
RETROSEQ_chr220:21483-21583,cPa194
RETROSEQ_chr220:22349-22832,cPa555
RETROSEQ_chr220:22906-23006,cPa194
RETROSEQ_chr220:23310-23410,cPa194
RETROSEQ_chr220:23715-23815,cPa194
RETROSEQ_chr220:24448-24548,cPa194
RETROSEQ_chr220:24740-24840,cPa194
RETROSEQ_chr223:19568-19668,cPa247
RETROSEQ_chr223:2102-2300,cPa260|HERV_I_repbase_HERVI_LTR10B
RETROSEQ_chr223:21277-21377,cPa199
RETROSEQ_chr223:21541-21974,cPa391
RETROSEQ_chr223:22087-22190,cPa391
RETROSEQ_chr223:2319-2439,cPa205
RETROSEQ_chr223:2478-2652,cPa205
RETROSEQ_chr223:3713-3992,cPa443
RETROSEQ_chr223:5329-5429,cPa168
RETROSEQ_chr223:5492-5592,cPa168
RETROSEQ_chr224:12162-12301,cPa177|cPa353|HML5_repbase_HERVK22I_LTR22
RETROSEQ_chr224:13206-13306,HTLV1_NC001436
RETROSEQ_chr224:15007-15278,MDEV_AF053745
RETROSEQ_chr224:15488-15588,SIV_NC001870
RETROSEQ_chr224:2071-2171,cPa353|cPa390|cPa447
RETROSEQ_chr224:21317-21698,cPa140
RETROSEQ_chr224:21796-21928,cPa248
RETROSEQ_chr224:26590-26690,cPa199
RETROSEQ_chr224:2710-2810,cPa353
RETROSEQ_chr224:27197-27297,cPa199|cPa446
RETROSEQ_chr226:2652-2846,cPa546
RETROSEQ_chr226:3749-3849,cPa15|cPa426
RETROSEQ_chr23:1002431-1002531,cPa140
RETROSEQ_chr23:1022169-1022450,GaLV_M26927
RETROSEQ_chr23:1025522-1025644,cPa140|cPa526
RETROSEQ_chr23:1040525-1040836,cPa248
RETROSEQ_chr23:1047839-1048015,cPa176
RETROSEQ_chr23:1048068-1048168,cPa176
RETROSEQ_chr23:1056280-1056380,cPa257
RETROSEQ_chr23:1071041-1071322,cPa176
RETROSEQ_chr23:1072040-1072140,cPa482
RETROSEQ_chr23:1077539-1077639,cPa260
RETROSEQ_chr23:1080527-1080685,cPa176
RETROSEQ_chr23:1080689-1080880,cPa176
RETROSEQ_chr23:1085368-1085540,cPa333
RETROSEQ_chr23:1085712-1085812,cPa333
RETROSEQ_chr23:1087398-1087597,cPa176
RETROSEQ_chr23:1114941-1115337,cPa526
RETROSEQ_chr23:1117480-1117645,cPa199
RETROSEQ_chr23:1117754-1117854,cPa450
RETROSEQ_chr23:1147257-1147396,cPa176
RETROSEQ_chr23:1147468-1147623,cPa176
RETROSEQ_chr23:1150443-1150543,cPa260
RETROSEQ_chr23:1150590-1150760,cPa260
RETROSEQ_chr23:1159800-1160063,cPa526
RETROSEQ_chr23:1166708-1166808,cPa140
RETROSEQ_chr23:1190230-1190330,cPa526
RETROSEQ_chr23:1190464-1190564,cPa248
RETROSEQ_chr23:1207318-1207564,cPa176
RETROSEQ_chr23:123389-123502,cPa140
RETROSEQ_chr23:1279439-1279539,cPa194
RETROSEQ_chr23:1279606-1279706,cPa194
RETROSEQ_chr23:1308307-1308597,cPa482
RETROSEQ_chr23:1331516-1331652,cPa176
RETROSEQ_chr23:1360017-1360180,cPa199
RETROSEQ_chr23:1367704-1367804,cPa199
RETROSEQ_chr23:1376801-1376901,cPa176|cPa260
RETROSEQ_chr23:1381496-1381596,cPa308|cPa62
RETROSEQ_chr23:1382502-1382602,cPa450
RETROSEQ_chr23:1395143-1395243,cPa194
RETROSEQ_chr23:1414279-1414394,cPa450
RETROSEQ_chr23:1417221-1417321,cPa260
RETROSEQ_chr23:1418858-1418958,cPa542
RETROSEQ_chr23:1419037-1419137,cPa542
RETROSEQ_chr23:1421568-1421668,cPa273|cPa542
RETROSEQ_chr23:1427575-1427675,cPa273
RETROSEQ_chr23:1463171-1463271,cPa194
RETROSEQ_chr23:1463397-1463497,cPa194
RETROSEQ_chr23:1463504-1463604,cPa194
RETROSEQ_chr23:1465517-1465666,cPa176
RETROSEQ_chr23:1465811-1465911,cPa140
RETROSEQ_chr23:1469138-1469265,cPa199|cPa542
RETROSEQ_chr23:1469408-1469508,cPa248
RETROSEQ_chr23:1501772-1501991,cPa194
RETROSEQ_chr23:1515808-1515908,cPa140
RETROSEQ_chr23:1516062-1516162,cPa140
RETROSEQ_chr23:1520342-1520442,cPa140
RETROSEQ_chr23:1546947-1547172,cPa176
RETROSEQ_chr23:1547189-1547299,cPa176
RETROSEQ_chr23:1558337-1558471,cPa140
RETROSEQ_chr23:1568919-1569019,cPa176
RETROSEQ_chr23:1572924-1573024,cPa176
RETROSEQ_chr23:1577798-1578220,FIV_NC001482
RETROSEQ_chr23:1579394-1579682,cPa176
RETROSEQ_chr23:1605678-1605778,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr23:1607609-1607709,cPa450|cPa542
RETROSEQ_chr23:1607720-1607996,cPa199|cPa450
RETROSEQ_chr23:1622151-1622251,cPa543
