locus,erv.assigned,erv.assigned.freq,n.erv.called,actual.stop,actual.start,all.hits.ervs,all.hits.counts,locus.width,mapped.width
chrZ-24580693_24580835,cPa443,0.560975609756098,4,24580809,24580743,cPa434_cPa443_cPa566_cPa566-cPa443-hybrid,16_23_1_1,142,66
chrZ-2487541_2487964,HERV-W_repbase_HERV17_LTR17,0.587628865979381,9,2487912,2487591,cPa62-cPa75-hybrid_cPa62-HERV-W_repbase_HERV17_LTR17-hybrid_cPa62-KoRV_AF151794-hybrid_cPa62-unknown_cPa75_cPa75-unknown_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-unknown_KoRV_AF151794,5_7_1_13_9_1_57_3_1,423,321
chrZ-25286164_25286266,cPa75,1,1,25286214,25286214,cPa75,1,102,0
chrZ-25292931_25293033,cPa75,1,1,25292981,25292981,cPa75,1,102,0
chrZ-25311623_25311732,cPa62,0.857142857142857,2,25311680,25311673,cPa62_cPa75,6_1,109,7
chrZ-2531200_2531302,cPa62,1,1,2531250,2531232,cPa62,12,102,18
chrZ-25315169_25315297,cPa75,0.96,2,25315252,25315192,cPa75_cPa75-cPa62-hybrid,24_1,128,60
chrZ-25316827_25316994,cPa62,0.583333333333333,3,25316942,25316877,cPa62_cPa75_cPa75-cPa62-hybrid,7_3_2,167,65
chrZ-25317074_25317280,cPa62_cPa75,0.5,2,25317228,25317116,cPa62_cPa75,3_3,206,112
chrZ-25480558_25480681,cPa104,0.588235294117647,6,25480643,25480608,cPa104_cPa18-cPa220-hybrid_cPa219-cPa190-hybrid_cPa219-cPa220-hybrid_cPa219-unknown_cPa220,10_1_1_1_3_1,123,35
chrZ-25695613_25695736,cPa15,0.591836734693878,7,25695690,25695658,cPa118_cPa118-cPa15-hybrid_cPa118-cPa268-hybrid_cPa118-unknown_cPa15_cPa268_cPa539-cPa268-hybrid,11_1_11_10_58_6_1,123,32
chrZ-25728088_25728202,cPa95,0.5,3,25728150,25728137,cPa14-cPa529-hybrid_cPa545_cPa95,1_1_2,114,13
chrZ-26099800_26099902,cPa15,0.666666666666667,2,26099850,26099849,cPa15_cPa61,2_1,102,1
chrZ-26194364_26194468,cPa75,0.8,3,26194441,26194412,cPa546_cPa75_cPa75-unknown,1_8_1,104,29
chrZ-26254111_26254213,cPa450-unknown_cPa475-unknown,0.5,2,26254161,26254154,cPa450-unknown_cPa475-unknown,1_1,102,7
chrZ-2634700_2634802,cPa117-unknown,1,1,2634750,2634750,cPa117-unknown,1,102,0
chrZ-26456408_26456514,cPa456,0.75,3,26456477,26456458,cPa363_cPa363-cPa117-hybrid_cPa456,1_3_12,106,19
chrZ-26550803_26550982,cPa260,0.857142857142857,2,26550932,26550842,cPa260_cPa75,6_1,179,90
chrZ-2662754_2662856,HERV-W_repbase_HERV17_LTR17-unknown,0.5,3,2662848,2662804,cPa62_cPa75_HERV-W_repbase_HERV17_LTR17-unknown,1_1_2,102,44
chrZ-26872041_26872143,cPa285,1,1,26872091,26872091,cPa285,1,102,0
chrZ-26955073_26955175,cPa450,0.666666666666667,5,26955168,26955084,cPa227_cPa345-cPa450-hybrid_cPa450_cPa553_cPa553-cPa450-hybrid,1_1_8_1_1,102,84
chrZ-27091575_27091681,cPa541,0.666666666666667,2,27091657,27091625,cPa4_cPa541,1_2,106,32
chrZ-27127707_27127809,cPa425,0.6,3,27127805,27127709,cPa174_cPa174-cPa425-hybrid_cPa425,3_1_6,102,96
chrZ-27335184_27335286,cPa492,1,1,27335234,27335185,cPa492,3,102,49
chrZ-27448751_27448853,cPa61-cPa339-hybrid,1,1,27448801,27448801,cPa61-cPa339-hybrid,1,102,0
chrZ-27450756_27450858,HML1a_repbase_HERV-K14CI_LTR14C-cPa125-hybrid,1,1,27450806,27450806,HML1a_repbase_HERV-K14CI_LTR14C-cPa125-hybrid,1,102,0
chrZ-27476982_27477084,cPa248-cPa413-hybrid,1,1,27477032,27477032,cPa248-cPa413-hybrid,1,102,0
chrZ-27478880_27479110,cPa62,0.791666666666667,5,27479079,27478881,cPa254_cPa345_cPa62_cPa62-cPa345-hybrid_cPa62-unknown,1_6_38_2_1,230,198
chrZ-27927040_27927142,cPa75,1,1,27927090,27927090,cPa75,1,102,0
chrZ-2810735_2810837,cPa71-cPa62-hybrid,1,1,2810785,2810785,cPa71-cPa62-hybrid,1,102,0
chrZ-28309179_28309281,cPa62-SMRV_NC001514-hybrid_cPa62-unknown,0.5,2,28309231,28309229,cPa62-SMRV_NC001514-hybrid_cPa62-unknown,1_1,102,2
chrZ-2833074_2833176,cPa75,0.75,2,2833135,2833121,cPa260_cPa75,1_3,102,14
chrZ-2833361_2833463,cPa75,0.727272727272727,4,2833448,2833392,cPa293-cPa75-hybrid_cPa75_cPa75-unknown_PERVC_HM159246-cPa75-hybrid,1_8_1_1,102,56
chrZ-2844243_2844345,cPa75,1,1,2844332,2844258,cPa75,4,102,74
chrZ-2844348_2844576,cPa75,0.607142857142857,3,2844524,2844387,cPa62_cPa75_cPa75-cPa62-hybrid,1_17_10,228,137
chrZ-2845189_2845291,cPa75,1,1,2845262,2845239,cPa75,3,102,23
chrZ-28527350_28527452,cPa419,1,1,28527400,28527400,cPa419,1,102,0
chrZ-28552637_28552747,cPa15,0.6,2,28552695,28552687,cPa118_cPa15,2_3,110,8
chrZ-28812533_28812635,cPa62,1,1,28812604,28812571,cPa62,14,102,33
chrZ-28838591_28838693,cPa101_cPa256_cPa582,0.333333333333333,3,28838641,28838641,cPa101_cPa256_cPa582,1_1_1,102,0
chrZ-29077164_29077291,cPa75-GaLV_M26927-hybrid,1,1,29077239,29077176,cPa75-GaLV_M26927-hybrid,11,127,63
chrZ-29088789_29088891,cPa75-cPa113-hybrid,0.666666666666667,2,29088839,29088793,cPa75-cPa113-hybrid_PERV_AJ293656-unknown,2_1,102,46
chrZ-29265782_29265884,cPa345,1,1,29265832,29265832,cPa345,1,102,0
chrZ-29316236_29316347,cPa339,0.5,3,29316298,29316286,cPa339_cPa444-cPa390-hybrid_cPa444-cPa447-hybrid,2_1_1,111,12
chrZ-29465537_29465639,cPa62,1,1,29465599,29465582,cPa62,7,102,17
chrZ-29478723_29478933,cPa410-unknown,0.697916666666667,12,29478881,29478724,cPa109_cPa109-cPa15-hybrid_cPa109-unknown_cPa118_cPa118-cPa273-hybrid_cPa118-cPa443-hybrid_cPa118-unknown_cPa273_cPa410_cPa410-cPa273-hybrid_cPa410-unknown_cPa419,1_1_1_1_2_1_14_3_1_2_67_2,210,157
chrZ-29514442_29514544,cPa205,1,1,29514492,29514492,cPa205,1,102,0
chrZ-29514847_29515023,cPa205,0.484536082474227,6,29514982,29514849,cPa205_cPa205-cPa465-hybrid_cPa205-cPa61-hybrid_cPa527-cPa465-hybrid_cPa61_cPa61-cPa465-hybrid,47_1_6_1_41_1,176,133
chrZ-29515617_29515719,cPa61,0.529411764705882,4,29515715,29515660,cPa205_cPa449_cPa527-cPa61-hybrid_cPa61,5_1_2_9,102,55
chrZ-29515720_29516062,cPa61,0.520661157024793,11,29516061,29515741,cPa205_cPa419_cPa449_cPa449-cPa61-hybrid_cPa449-unknown_cPa527_cPa527-cPa449-hybrid_cPa527-cPa61-hybrid_cPa527-unknown_cPa61_cPa75-cPa117-hybrid,46_1_1_3_1_1_1_2_1_63_1,342,320
chrZ-29536118_29536235,cPa363_cPa452,0.333333333333333,4,29536183,29536168,cPa176-cPa446-hybrid_cPa363_cPa452_cPa71,1_2_2_1,117,15
chrZ-29818955_29819060,cPa456-cPa104-hybrid,0.6,3,29819013,29819005,cPa117-cPa104-hybrid_cPa456-cPa104-hybrid_cPa456-cPa18-hybrid,1_3_1,105,8
chrZ-29819223_29819325,cPa456-cPa18-hybrid,1,1,29819273,29819273,cPa456-cPa18-hybrid,1,102,0
chrZ-29928715_29928817,cPa62,1,1,29928778,29928744,cPa62,27,102,34
chrZ-3070770_3070872,HERV-W_repbase_HERV17_LTR17,1,1,3070820,3070820,HERV-W_repbase_HERV17_LTR17,1,102,0
chrZ-30838769_30838871,cPa15,0.523809523809524,4,30838868,30838788,cPa118_cPa118-cPa268-hybrid_cPa118-unknown_cPa15,64_3_3_77,102,80
chrZ-3101347_3101461,cPa62,0.954545454545455,2,3101426,3101347,cPa254-cPa62-hybrid_cPa62,1_21,114,79
chrZ-31201649_31201757,cPa118_cPa15_cPa248-unknown_cPa443,0.25,4,31201705,31201699,cPa118_cPa15_cPa248-unknown_cPa443,1_1_1_1,108,6
chrZ-31203472_31203579,cPa15,0.569343065693431,6,31203534,31203505,cPa118_cPa15_cPa248-cPa118-hybrid_cPa248-unknown_cPa443_cPa443-cPa118-hybrid,49_78_5_3_1_1,107,29
chrZ-31293311_31293481,cPa62,1,1,31293435,31293351,cPa62,32,170,84
chrZ-31538740_31538857,cPa255,0.4,4,31538805,31538790,cPa131_cPa255_cPa478-cPa526-hybrid_cPa478-unknown,1_2_1_1,117,15
chrZ-31687793_31687895,cPa62-cPa75-hybrid,0.615384615384615,4,31687895,31687813,cPa62_cPa62-cPa75-hybrid_cPa62-unknown_cPa75,1_8_2_2,102,82
chrZ-31910801_31910903,cPa75,1,1,31910851,31910851,cPa75,1,102,0
chrZ-31982576_31982695,cPa75,0.264705882352941,13,31982691,31982591,cPa62-cPa75-hybrid_cPa62-HERV-W_repbase_HERV17_LTR17-hybrid_cPa62-unknown_cPa67-cPa75-hybrid_cPa75_cPa75-HERV-W_repbase_HERV17_LTR17-hybrid_cPa75-KoRV_AF151794-hybrid_cPa75-KWERV_GQ222416-hybrid_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid_KoRV_AF151794_KoRV_AF151794-KWERV_GQ222416-hybrid_KWERV_GQ222416,2_1_1_1_9_1_1_1_2_2_6_4_3,119,100
chrZ-32029829_32029931,cPa4_cPa541,0.5,2,32029879,32029878,cPa4_cPa541,2_2,102,1
chrZ-32048466_32048568,HERV-W_repbase_HERV17_LTR17,1,1,32048516,32048516,HERV-W_repbase_HERV17_LTR17,1,102,0
chrZ-3211795_3211897,WDSV_NC001867-cPa62-hybrid,1,1,3211845,3211845,WDSV_NC001867-cPa62-hybrid,1,102,0
chrZ-32137500_32137602,cPa450,0.411764705882353,8,32137581,32137505,cPa199_cPa227_cPa273_cPa273-cPa199-hybrid_cPa273-cPa553-hybrid_cPa450_cPa542_cPa553,1_1_1_4_1_7_1_1,102,76
chrZ-3242854_3242956,cPa142,0.666666666666667,2,3242941,3242904,cPa142_cPa51-cPa101-hybrid,2_1,102,37
chrZ-32463091_32463193,cPa75,1,1,32463141,32463106,cPa75,3,102,35
chrZ-32463299_32463451,cPa75,0.714285714285714,3,32463399,32463349,cPa62_cPa75_GaLV_M26927-cPa62-hybrid,1_5_1,152,50
chrZ-3336270_3336372,cPa456,0.578947368421053,6,3336326,3336291,cPa363_cPa363-cPa452-hybrid_cPa456_cPa587-cPa117-hybrid_cPa587-cPa452-hybrid_cPa587-unknown,4_1_11_1_1_1,102,35
chrZ-33432_33534,cPa444,1,1,33482,33482,cPa444,1,102,0
chrZ-33720825_33720927,HERV-W_repbase_HERV17_LTR17,1,1,33720875,33720875,HERV-W_repbase_HERV17_LTR17,1,102,0
chrZ-33904197_33904309,cPa101_cPa256_cPa582,0.333333333333333,3,33904257,33904247,cPa101_cPa256_cPa582,1_1_1,112,10
chrZ-34189711_34190071,cPa75,0.428571428571429,8,34190019,34189719,cPa260_cPa62_cPa75_cPa75-cPa62-hybrid_cPa75-unknown_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17-unknown,1_1_27_8_5_2_13_6,360,300
chrZ-34269433_34269535,cPa75-cPa117-hybrid,1,1,34269483,34269483,cPa75-cPa117-hybrid,1,102,0
chrZ-34269861_34269963,cPa363-cPa117-hybrid_cPa587-cPa117-hybrid,0.5,2,34269911,34269899,cPa363-cPa117-hybrid_cPa587-cPa117-hybrid,1_1,102,12
chrZ-34385618_34385798,cPa62,1,1,34385748,34385623,cPa62,50,180,125
chrZ-34494364_34494466,cPa75,1,1,34494414,34494414,cPa75,1,102,0
chrZ-3450627_3450730,cPa268_cPa381,0.26530612244898,13,3450714,3450633,cPa268_cPa268-cPa381-hybrid_cPa268-unknown_cPa308_cPa308-cPa486-hybrid_cPa339_cPa339-cPa486-hybrid_cPa353_cPa353-cPa381-hybrid_cPa353-cPa486-hybrid_cPa353-unknown_cPa381_cPa486,13_1_1_3_1_1_1_2_1_2_1_13_9,103,81
chrZ-34534054_34534156,cPa391-unknown,1,1,34534120,34534104,cPa391-unknown,2,102,16
chrZ-34640748_34640850,cPa150_cPa219-cPa255-hybrid_cPa478,0.333333333333333,3,34640798,34640798,cPa150_cPa219-cPa255-hybrid_cPa478,1_1_1,102,0
chrZ-34650981_34651095,cPa363_cPa452_cPa71-cPa183-hybrid,0.333333333333333,3,34651043,34651031,cPa363_cPa452_cPa71-cPa183-hybrid,1_1_1,114,12
chrZ-34705448_34705550,cPa75,1,1,34705498,34705498,cPa75,1,102,0
chrZ-34845003_34845112,Xen1_AJ506107-unknown,1,1,34845061,34845053,Xen1_AJ506107-unknown,26,109,8
chrZ-34899786_34899901,cPa190,0.5,9,34899896,34899831,cPa18-cPa104-hybrid_cPa18-cPa190-hybrid_cPa190_cPa219_cPa219-cPa104-hybrid_cPa220_cPa220-cPa104-hybrid_cPa220-cPa190-hybrid_cPa220-unknown,16_2_37_1_2_2_11_1_2,115,65
chrZ-34966735_34966912,cPa75,0.567567567567568,5,34966872,34966785,cPa62_cPa62-cPa75-hybrid_cPa62-HERV-W_repbase_HERV17_LTR17-hybrid_cPa62-unknown_cPa75,8_4_2_2_21,177,87
chrZ-34966993_34967148,cPa75,0.450980392156863,7,34967105,34966997,cPa62_cPa62-cPa75-hybrid_cPa62-HERV-W_repbase_HERV17_LTR17-hybrid_cPa62-unknown_cPa75_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-MER52A_repbase_MER52AI_MER52A-hybrid,8_5_2_5_23_7_1,155,108
chrZ-35099875_35100077,cPa62_cPa62-cPa75-hybrid,0.318181818181818,5,35100025,35099923,cPa62_cPa62-cPa201-hybrid_cPa62-cPa75-hybrid_cPa62-unknown_cPa75,14_4_14_8_4,202,102
chrZ-35100117_35100311,cPa62_cPa62-cPa75-hybrid_cPa75,0.212121212121212,11,35100301,35100119,cPa109_cPa201_cPa201-cPa75-hybrid_cPa293_cPa62_cPa62-cPa109-hybrid_cPa62-cPa201-hybrid_cPa62-cPa75-hybrid_cPa62-unknown_cPa75_cPa75-cPa109-hybrid,1_1_1_1_7_1_2_7_4_7_1,194,182
chrZ-35103857_35103959,cPa425,0.357142857142857,7,35103914,35103878,cPa174_cPa254_cPa404_cPa404-cPa174-hybrid_cPa425_cPa47_cPa47-cPa254-hybrid,2_1_1_1_5_3_1,102,36
chrZ-35109537_35109639,cPa223-cPa273-hybrid_cPa227-cPa273-hybrid_cPa450_cPa553_cPa553-unknown,0.2,5,35109589,35109577,cPa223-cPa273-hybrid_cPa227-cPa273-hybrid_cPa450_cPa553_cPa553-unknown,1_1_1_1_1,102,12
chrZ-35118543_35118645,cPa529,0.875,2,35118601,35118588,cPa247_cPa529,1_7,102,13
chrZ-35177971_35178073,cPa75-cPa62-hybrid,1,1,35178021,35178021,cPa75-cPa62-hybrid,1,102,0
chrZ-35178986_35179105,cPa75-cPa62-hybrid,0.666666666666667,2,35179053,35179020,cPa62_cPa75-cPa62-hybrid,1_2,119,33
chrZ-36113100_36113203,cPa95,0.333333333333333,5,36113159,36113147,cPa14-cPa545-hybrid_cPa247_cPa4_cPa541-cPa545-hybrid_cPa95,1_1_1_1_2,103,12
chrZ-36417918_36418020,cPa62,1,1,36417998,36417918,cPa62,19,102,80
chrZ-37840348_37840450,cPa357-unknown,0.6,2,37840414,37840372,cPa357_cPa357-unknown,2_3,102,42
chrZ-37897497_37897599,cPa62,1,1,37897584,37897547,cPa62,8,102,37
chrZ-38143249_38143351,cPa62,0.8,3,38143316,38143299,cPa308-cPa62-hybrid_cPa308-unknown_cPa62,1_1_8,102,17
chrZ-3852466_3852589,cPa75,0.545454545454545,2,3852543,3852516,cPa308_cPa75,5_6,123,27
chrZ-38692320_38692437,cPa255,0.333333333333333,5,38692385,38692342,cPa131_cPa131-cPa14-hybrid_cPa131-cPa551-hybrid_cPa255_cPa478,6_1_1_7_6,117,43
chrZ-3913929_3914031,cPa62,1,1,3914000,3913974,cPa62,17,102,26
chrZ-39498851_39498962,cPa75,0.6,4,39498913,39498860,cPa75_cPa75-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17-unknown,6_1_1_2,111,53
chrZ-39672077_39672179,cPa257,0.375,5,39672132,39672104,cPa257_cPa257-cPa546-hybrid_cPa257-cPa555-hybrid_cPa285-cPa546-hybrid_cPa555,6_2_1_3_4,102,28
chrZ-40278743_40278845,cPa75,1,1,40278793,40278793,cPa75,1,102,0
chrZ-4028586_4028688,cPa308,0.8,2,4028636,4028594,cPa308_cPa381,4_1,102,42
chrZ-40336814_40336916,cPa363,0.5,3,40336882,40336841,cPa363_cPa452_cPa456,6_1_5,102,41
chrZ-4039810_4040278,cPa75,0.352941176470588,11,4040248,4039812,cPa260-cPa75-hybrid_cPa260-HERV-W_repbase_HERV17_LTR17-hybrid_cPa62_cPa62-cPa75-hybrid_cPa62-HERV-W_repbase_HERV17_LTR17-hybrid_cPa62-unknown_cPa71-HERV-W_repbase_HERV17_LTR17-hybrid_cPa75_cPa75-KoRV_AF151794-hybrid_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid,3_1_11_9_2_3_1_18_1_1_1,468,436
chrZ-40454024_40454126,cPa62,1,1,40454074,40454074,cPa62,1,102,0
chrZ-40609292_40609406,cPa117-cPa587-hybrid_cPa363_cPa452_cPa456,0.25,4,40609354,40609342,cPa117-cPa587-hybrid_cPa363_cPa452_cPa456,1_1_1_1,114,12
chrZ-40695439_40695541,cPa246,0.333333333333333,6,40695534,40695489,cPa150_cPa246_cPa246-cPa131-hybrid_cPa302_cPa479_cPa479-cPa131-hybrid,4_5_1_3_1_1,102,45
chrZ-40843907_40844012,cPa62,1,1,40843960,40843957,cPa62,2,105,3
chrZ-40860777_40860927,HERV-W_repbase_HERV17_LTR17,1,1,40860875,40860778,HERV-W_repbase_HERV17_LTR17,3,150,97
chrZ-40860953_40861055,HERV-W_repbase_HERV17_LTR17,1,1,40861003,40860963,HERV-W_repbase_HERV17_LTR17,3,102,40
chrZ-40861448_40861789,HERV-W_repbase_HERV17_LTR17,0.954545454545455,4,40861780,40861450,cPa75_HERV-W_repbase_HERV17_LTR17_KoRV_AF151794-cPa75-hybrid_PERV_AJ293656,3_105_1_1,341,330
chrZ-41014537_41014647,cPa452,0.421052631578947,9,41014605,41014554,cPa176_cPa363_cPa363-cPa16-hybrid_cPa363-unknown_cPa452_cPa71_cPa71-cPa16-hybrid_cPa71-cPa363-hybrid_cPa71-cPa452-hybrid,1_56_1_1_64_23_2_2_2,110,51
chrZ-41081618_41081794,cPa363,0.8,2,41081761,41081668,cPa363_cPa587,4_1,176,93
chrZ-41258449_41258551,cPa456_cPa456-cPa117-hybrid_cPa587-cPa363-hybrid,0.333333333333333,3,41258500,41258499,cPa456_cPa456-cPa117-hybrid_cPa587-cPa363-hybrid,1_1_1,102,1
chrZ-41417927_41418029,cPa75-unknown,1,1,41417977,41417977,cPa75-unknown,1,102,0
chrZ-41495356_41495458,cPa363,1,1,41495406,41495406,cPa363,1,102,0
chrZ-41554227_41554329,cPa419,1,1,41554277,41554277,cPa419,1,102,0
chrZ-41556767_41556869,cPa14-cPa545-hybrid_cPa95,0.5,2,41556817,41556817,cPa14-cPa545-hybrid_cPa95,1_1,102,0
chrZ-42459250_42459352,cPa75,0.5,5,42459351,42459287,cPa260-cPa227-hybrid_cPa62_cPa62-cPa75-hybrid_cPa62-HERV-W_repbase_HERV17_LTR17-hybrid_cPa75,1_3_2_4_10,102,64
chrZ-42459742_42459844,cPa75,0.333333333333333,6,42459829,42459768,cPa62_cPa62-cPa75-hybrid_cPa62-HERV-W_repbase_HERV17_LTR17-hybrid_cPa62-KoRV_AF151794-hybrid_cPa75_cPa75-HERV-W_repbase_HERV17_LTR17-hybrid,5_2_5_1_7_1,102,61
chrZ-42515848_42515950,cPa62,1,1,42515898,42515898,cPa62,1,102,0
chrZ-42526328_42526430,cPa75-unknown,1,1,42526378,42526378,cPa75-unknown,1,102,0
chrZ-42924112_42924219,cPa452,0.55045871559633,9,42924203,42924149,cPa16_cPa223-cPa16-hybrid_cPa223-unknown_cPa327-cPa16-hybrid_cPa363_cPa452_cPa452-cPa16-hybrid_cPa71_cPa71-cPa16-hybrid,2_11_2_2_1_60_3_8_20,107,54
chrZ-42938802_42938904,cPa529,0.846153846153846,4,42938856,42938838,cPa247-cPa529-hybrid_cPa247-cPa95-hybrid_cPa529_cPa529-cPa95-hybrid,1_2_22_1,102,18
chrZ-43085317_43085419,cPa363,0.5,3,43085367,43085332,cPa363_cPa456_cPa75-cPa452-hybrid,2_1_1,102,35
chrZ-4341131_4341248,cPa75,0.571428571428571,9,4341230,4341153,cPa293_cPa308-cPa62-hybrid_cPa413_cPa413-cPa293-hybrid_cPa413-cPa62-hybrid_cPa75_cPa75-cPa308-hybrid_cPa75-cPa62-hybrid_cPa75-unknown,4_1_1_1_2_24_2_6_1,117,77
chrZ-43477958_43478060,cPa62-cPa75-hybrid,0.5,4,43478035,43477992,cPa62_cPa62-cPa75-hybrid_cPa62-unknown_cPa75,3_5_1_1,102,43
chrZ-43486500_43486608,cPa62,0.945945945945946,3,43486587,43486510,cPa62_cPa62-cPa285-hybrid_cPa62-unknown,35_1_1,108,77
chrZ-43804004_43804106,cPa293-cPa62-hybrid_cPa75-cPa62-hybrid,0.5,2,43804054,43804054,cPa293-cPa62-hybrid_cPa75-cPa62-hybrid,1_1,102,0
chrZ-43935272_43935379,cPa131_cPa255_cPa478,0.333333333333333,3,43935334,43935322,cPa131_cPa255_cPa478,1_1_1,107,12
chrZ-44023468_44023683,cPa62-unknown,0.909090909090909,2,44023631,44023484,cPa62-cPa293-hybrid_cPa62-unknown,1_10,215,147
chrZ-44057803_44057905,cPa62,1,1,44057856,44057809,cPa62,3,102,47
chrZ-440945_441047,cPa106,1,1,440995,440995,cPa106,1,102,0
chrZ-441220_441410,cPa568_cPa568-cPa106-hybrid,0.5,2,441358,441270,cPa568_cPa568-cPa106-hybrid,1_1,190,88
chrZ-44137731_44137833,cPa119_cPa119-unknown,0.5,2,44137781,44137745,cPa119_cPa119-unknown,1_1,102,36
chrZ-44191283_44191385,cPa62,0.5,6,44191348,44191287,cPa285_cPa285-cPa62-hybrid_cPa293_cPa293-unknown_cPa62_cPa62-unknown,5_3_1_1_11_1,102,61
chrZ-44504020_44504122,cPa254_cPa47,0.5,2,44504070,44504070,cPa254_cPa47,1_1,102,0
chrZ-44591968_44592070,cPa62,0.75,2,44592018,44592001,cPa254-cPa62-hybrid_cPa62,1_3,102,17
chrZ-44859555_44859657,cPa62,1,1,44859615,44859580,cPa62,13,102,35
chrZ-44955963_44956065,cPa345,0.666666666666667,2,44956013,44955965,cPa345_cPa345-unknown,2_1,102,48
chrZ-44956083_44956240,cPa345,0.823529411764706,4,44956193,44956133,cPa345_cPa345-unknown_cPa527_cPa75-cPa543-hybrid,14_1_1_1,157,60
chrZ-4509654_4509756,cPa174_cPa254_cPa404_cPa425_cPa47-cPa392-hybrid,0.2,5,4509704,4509704,cPa174_cPa254_cPa404_cPa425_cPa47-cPa392-hybrid,1_1_1_1_1,102,0
chrZ-45382628_45382736,HIV1_NC001802,0.222222222222222,8,45382685,45382675,cPa298-cPa391-hybrid_cPa545-cPa391-hybrid_cPa545-cPa583-hybrid_cPa74-cPa251-hybrid_cPa74-cPa583-hybrid_cPa75-cPa391-hybrid_HIV1_NC001802_HIV1_NC001802-cPa251-hybrid,1_1_1_1_1_1_2_1,108,10
chrZ-45450302_45450413,cPa459,0.3,6,45450361,45450307,cPa308_cPa327_cPa424_cPa433_cPa459_cPa459-cPa196-hybrid,2_1_2_1_3_1,111,54
chrZ-46172875_46172977,cPa363_cPa452,0.333333333333333,4,46172925,46172925,cPa176-unknown_cPa363_cPa452_cPa71,1_2_2_1,102,0
chrZ-4627286_4627401,cPa247_cPa529,0.5,2,4627349,4627336,cPa247_cPa529,1_1,115,13
chrZ-46367372_46367474,cPa363_cPa452-cPa587-hybrid_cPa456,0.333333333333333,3,46367422,46367422,cPa363_cPa452-cPa587-hybrid_cPa456,1_1_1,102,0
chrZ-4660467_4660643,cPa16,0.5,3,4660591,4660517,cPa16_cPa16-cPa62-hybrid_cPa568-cPa379-hybrid,3_2_1,176,74
chrZ-46810185_46810294,cPa118_cPa15,0.5,2,46810243,46810230,cPa118_cPa15,3_3,109,13
chrZ-4686089_4686191,HML8_repbase_HERVK11I_MER11A-cPa563-hybrid,0.666666666666667,2,4686139,4686131,cPa15_HML8_repbase_HERVK11I_MER11A-cPa563-hybrid,1_2,102,8
chrZ-4707331_4707433,cPa308,0.428571428571429,7,4707430,4707381,cPa308_cPa339_cPa339-cPa486-hybrid_cPa353_cPa381_cPa381-cPa486-hybrid_cPa486,21_7_1_1_13_2_4,102,49
chrZ-4707581_4707683,cPa486,0.594594594594595,5,4707654,4707623,cPa308_cPa339-cPa381-hybrid_cPa381_cPa419_cPa486,3_3_8_1_22,102,31
chrZ-4728905_4729080,cPa131-cPa216-hybrid_cPa131-cPa523-hybrid,0.222222222222222,10,4729044,4728955,cPa131-cPa216-hybrid_cPa131-cPa305-hybrid_cPa131-cPa518-hybrid_cPa131-cPa523-hybrid_cPa131-cPa549-hybrid_cPa131-unknown_cPa216_cPa216-cPa549-hybrid_cPa255-cPa216-hybrid_cPa255-cPa523-hybrid,6_1_2_6_4_2_1_1_3_1,175,89
chrZ-47386704_47386818,cPa363_cPa452_cPa71,0.25,5,47386766,47386754,cPa176_cPa363_cPa452_cPa61-cPa410-hybrid_cPa71,1_2_2_1_2,114,12
chrZ-47534277_47534379,cPa15,0.5,4,47534366,47534294,cPa118_cPa118-cPa443-hybrid_cPa15_cPa268-cPa419-hybrid,9_1_11_1,102,72
chrZ-48064592_48064694,cPa62,1,1,48064667,48064617,cPa62,19,102,50
chrZ-48286022_48286124,cPa62,0.95,2,48286072,48286041,cPa62_cPa62-unknown,19_1,102,31
chrZ-48722477_48722579,cPa118_cPa15,0.466666666666667,3,48722529,48722512,cPa118_cPa118-cPa15-hybrid_cPa15,7_1_7,102,17
chrZ-48749552_48749654,cPa345_cPa62,0.5,2,48749602,48749593,cPa345_cPa62,1_1,102,9
chrZ-48946711_48946813,cPa419,1,1,48946761,48946761,cPa419,1,102,0
chrZ-49004236_49004338,cPa62-cPa75-hybrid,0.666666666666667,2,49004286,49004243,cPa62-cPa75-hybrid_cPa75,2_1,102,43
chrZ-49005697_49005799,cPa62,0.545454545454545,3,49005772,49005738,cPa62_cPa62-cPa75-hybrid_cPa62-unknown,6_2_3,102,34
chrZ-49051074_49051176,cPa404,0.666666666666667,2,49051139,49051124,cPa404_cPa425-cPa404-hybrid,2_1,102,15
chrZ-4991539_4991645,cPa62,1,1,4991611,4991589,cPa62,8,106,22
chrZ-4991822_4991924,cPa62,1,1,4991902,4991872,cPa62,4,102,30
chrZ-49924807_49924954,cPa363,0.5,3,49924902,49924853,cPa363_cPa456_cPa456-cPa452-hybrid,2_1_1,147,49
chrZ-50051090_50051192,cPa75,1,1,50051140,50051140,cPa75,1,102,0
